1H	2H	3H	4H	5H	1V	2V	3V	4V	5V	Modifications	Chromosome	Student's T-test Significant Avastin_Control	Student's T-test significant	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# Razor Peptides	# Peptides Sequest HT	Student's T-test p-value Avastin_Control	Student's T-test Difference Avastin_Control	Student's T-test Test statistic Avastin_Control	Entrez Gene ID	Ensembl Gene ID	Gene ID	Description	Accession
6,252419	6,913486	6,784473	6,597678	6,731123	6,609547	6,79766	6,243166	6,696879	6,663776		X			14	218	4	1	0	14	0,734224975259678	-0,0536306381225586	-0,364083355856794	292	ENSG00000005022.5	SLC25A5	ADP/ATP translocase 2 [OS=Homo sapiens]	P05141
6,58923	6,69339	6,752748	6,80567	6,497402	6,637951	6,746459	6,53291	6,590166	6,548654		17			4	7	4	1	0	4	0,439371633714729	-0,0564599990844727	-0,857777411017064	7716	ENSG00000136451.8	VEZF1	Vascular endothelial zinc finger 1 [OS=Homo sapiens]	Q14119
6,807556	6,758784	6,572839	6,545284	6,654903	6,692648	6,606359	6,611277	6,535523	6,614214		2			4	6	4	1	0	4	0,182507606741771	-0,055869197845459	-1,6108246530423	9360	ENSG00000138398.15	PPIG	peptidyl-prolyl cis-trans isomerase g [OS=Homo sapiens]	Q13427
7,443501	6,226582	5,828608	5,79733	7,213466	7,251577	6,169912	6,35396	5,796418	6,997131		6			11	35	11	1	0	11	0,933767158559628	0,0119025230407715	0,0884543434709581	397061	ENSSSCG00000002749.2	HP	Haptoglobin [OS=Sus scrofa]	Q8SPS7
6,640932	6,590949	6,829086	6,707358	6,580447	6,640244	6,497447	6,659621	6,595431	6,672381		1			20	1028	6	1	15	20	0,285144873708732	-0,0567296028137207	-1,23281906155002	2023	ENSG00000074800.13	ENO1	alpha-enolase [OS=Homo sapiens]	P06733-1
6,719786	6,573431	6,783666	6,624811	6,649494	6,625678	6,621319	6,582515	6,661031	6,578736		19			3	9	3	1	0	3	0,286145824385109	-0,0563819885253906	-1,2298385176574	6209	ENSG00000115268.9	RPS15	40S ribosomal protein S15 [OS=Homo sapiens]	P62841
6,668588	6,770041	6,716592	6,636353	6,549082	6,651728	6,635148	6,658692	6,678776	6,428168		9			2	3	2	1	0	2	0,154712658656753	-0,0576289176940918	-1,7516782992477	79886	ENSG00000120159.11	CAAP1	Caspase activity and apoptosis inhibitor 1 [OS=Homo sapiens]	Q9H8G2-1
6,91878	6,5582	6,761281	6,704245	6,355172	6,63783	6,49425	6,820806	6,493454	6,60211		13			3	9	3	1	0	3	0,626656983724134	-0,0498455047607422	-0,526070583975827	100135675	ENSSSCG00000011447.1	SPCS1	Signal peptidase complex subunit 1 [OS=Sus scrofa]	B0FWK4
6,640968	6,778734	6,592457	6,469235	6,846744	6,750875	6,285402	6,452859	6,680887	6,835419		X			2	2	2	1	0	2	0,625556913523544	-0,0645393371582031	-0,527805289498638	54552	ENSG00000130119.15	GNL3L	Guanine nucleotide-binding protein-like 3-like protein [OS=Homo sapiens]	Q9NVN8
6,683165	6,591456	6,594593	6,730943	6,717606	6,527129	6,574808	6,486885	6,752509	6,699505		11			4	6	4	1	0	4	0,167821845333967	-0,0553853988647461	-1,68219657901158	156	ENSG00000173020.10	ADRBK1;GRK2	Beta-adrenergic receptor kinase 1 [OS=Homo sapiens]	P25098
6,790502	6,603187	6,708293	6,769996	6,441978	6,590213	6,47928	6,798305	6,624391	6,558226		15			8	17	8	1	0	8	0,462652449943844	-0,0527084350585938	-0,811407997793857	397244		CASP3	Caspase-3 [OS=Sus scrofa]	Q95ND5
6,467399	6,660471	6,811339	6,806621	6,529813	6,547666	6,626404	6,604353	6,76686	6,495233		11			12	38	5	1	0	12	0,363655513678776	-0,0470254898071289	-1,02415485776977	5837	ENSG00000068976.13	PYGM	Glycogen phosphorylase, muscle form [OS=Homo sapiens]	P11217
6,627164	6,752596	6,651052	6,727262	6,594113	6,427844	6,723831	6,684791	6,480574	6,727236		2			2	6	2	1	0	2	0,435703826367438	-0,0615824699401855	-0,8652616643816	6168	ENSG00000197756.9	RPL37A	60S ribosomal protein L37a [OS=Homo sapiens]	P61513
6,335569	6,977178	6,456126	6,869526	6,613405	6,537606	6,778994	6,48996	6,531377	6,712861		6			11	38	4	1	0	11	0,706433906422891	-0,040201473236084	-0,404657554069147	397494		PRKACB	cAMP-dependent protein kinase catalytic subunit beta [OS=Sus scrofa]	P05383
6,61321	6,756871	6,741177	6,580931	6,656101	6,473234	6,463933	6,635515	6,785284	6,690672		10			3	10	3	1	0	3	0,51560603619411	-0,059930419921875	-0,712330453604961	26128	ENSG00000198954.7	KIAA1279;KIF1BP	KIF1-binding protein [OS=Homo sapiens]	Q96EK5
6,631768	6,652172	6,660811	6,693355	6,714846	6,648152	6,548384	6,634426	6,539569	6,695118		12			6	9	5	1	1	6	0,137782384013294	-0,0574606895446777	-1,85129622167918	65125	ENSG00000060237.16	WNK1	Isoform 6 of Serine/threonine-protein kinase WNK1 [OS=Homo sapiens]	Q9H4A3-7
6,536053	6,467606	7,076816	6,630813	6,559186	7,207502	6,984134	6,566815	6,159871	5,629356	Acetyl [N-Term]	12			2	3	2	1	0	2	0,668209778643763	-0,144558906555176	-0,461820242072156	55530	ENSG00000166111.9	SVOP	Synaptic vesicle 2-related protein [OS=Homo sapiens]	Q8N4V2
6,719497	6,557642	6,710913	6,70993	6,646771	6,626726	6,55131	6,637888	6,585561	6,670785		14			7	11	5	1	2	7	0,11900644078898	-0,0544967651367188	-1,97849452385024	9578	ENSG00000198752.10	CDC42BPB	Serine/threonine-protein kinase MRCK beta [OS=Homo sapiens]	Q9Y5S2
6,771362	6,724406	6,544561	6,736711	6,562947	6,632657	6,490667	6,724494	6,626658	6,586483					4	9	4	1	0	4	0,480894819119225	-0,055805778503418	-0,776342548364741				Isoform 2 of FERM, RhoGEF and pleckstrin domain-containing protein 1 [OS=Homo sapiens]	Q9Y4F1-2
6,780357	6,597641	6,692078	6,693238	6,576657	6,53266	6,615911	6,826971	6,534127	6,54044		20			5	6	5	1	0	5	0,435533410770777	-0,0579726219177246	-0,865610643056003	128869	ENSG00000101464.10	PIGU	Phosphatidylinositol glycan anchor biosynthesis class U protein [OS=Homo sapiens]	Q9H490
6,545667	6,813365	6,483728	6,69603	6,787246	6,581184	6,733879	6,571129	6,550453	6,631364		7			7	45	3	1	0	7	0,348870200638881	-0,051605224609375	-1,06009282644961	381	ENSG00000004059.10	ARF5	ADP-ribosylation factor 5 [OS=Homo sapiens]	P84085
6,6386	6,785669	6,559134	6,670252	6,693476	6,595293	6,662405	6,622648	6,500299	6,690663		1			4	35	4	1	0	4	0,256442193966922	-0,0551644325256348	-1,3228517743527	6146	ENSG00000116251.9	RPL22	60S ribosomal protein L22 [OS=Homo sapiens]	P35268
6,760484	6,463393	6,566049	6,539859	6,911538	6,612432	6,506936	6,580284	6,677956	6,683954		12			3	3	3	1	0	3	0,617410753133298	-0,0359521865844727	-0,540709452585709	57634		EP400	E1A-binding protein p400 [OS=Homo sapiens]	Q96L91
6,702499	6,708816	6,665335	6,663857	6,613969	6,562239	6,581184	6,751499	6,57969	6,594693		16			5	22	5	1	0	5	0,242074163610201	-0,0570339202880859	-1,37166482631638	6210	ENSG00000134419.15	RPS15A	40S ribosomal protein S15a [OS=Homo sapiens]	P62244
6,722443	6,664617	6,668856	6,666046	6,633719	6,625704	6,615444	6,628547	6,622033	6,587171		18	+	Avastin_Control	10	204	8	1	3	10	0,00609543789870242	-0,0553562164306641	-5,29799294612834	397637	ENSSSCG00000016737.2	PPIA	peptidyl-prolyl cis-trans isomerase A [OS=Sus scrofa]	P62936
7,013009	6,366707	6,408436	6,442112	6,922794	6,732567	6,406796	6,971508	6,1787	6,632661		12			11	14	10	1	1	11	0,792720776031033	-0,0461649894714355	-0,280896022331968	283450		HECTD4	Probable E3 ubiquitin-protein ligase HECTD4 [OS=Homo sapiens]	Q9Y4D8-1
6,4877	6,458503	6,596828	6,501314	7,065553	6,513445	6,708715	6,810293	6,522457	6,484618		11			4	7	4	1	0	4	0,929428949858295	-0,0140738487243652	-0,0942688546967849	57410	ENSG00000142186.16	SCYL1	N-terminal kinase-like protein [OS=Homo sapiens]	Q96KG9
7,490179	6,127678	6,521182	6,439975	6,33309	6,834714	6,269134	7,124098	6,167226	6,454471		2			3	13	3	1	0	3	0,955901610732187	-0,0124922752380371	-0,0588402545073627	397463	ENSSSCG00000014167.2	GLRX	Glutaredoxin-1 [OS=Sus scrofa]	P12309
6,712179	6,55305	6,850499	6,650332	6,568316	6,658904	6,568316	6,639515	6,690582	6,515686		9			13	97	13	1	0	13	0,298319161141079	-0,0522745132446289	-1,19435831315636	399538	ENSSSCG00000022742.1	PRDX6	Peroxiredoxin-6 [OS=Sus scrofa]	Q9TSX9
6,986472	6,434754	6,611015	6,528886	6,72585	6,789148	6,561172	6,87281	6,345841	6,424186		1			2	3	2	1	0	2	0,61336819421897	-0,0587640762329102	-0,547152199260446	29937	ENSG00000117691.9	NENF	Neudesin [OS=Homo sapiens]	Q9UMX5
6,723013	6,582139	6,730564	6,734172	6,554693	6,605145	6,504218	6,763768	6,54044	6,633722		9			2	2	2	1	0	2	0,32727562138745	-0,0554576873779297	-1,11511402847012	375743	ENSG00000188647.12	PTAR1	Protein prenyltransferase alpha subunit repeat-containing protein 1 [OS=Homo sapiens]	Q7Z6K3
6,547575	6,751107	6,644577	6,695236	6,705274	6,535999	6,746519	6,462216	6,669577	6,649558		1			20	38	20	1	0	20	0,162973883223996	-0,0559800148010254	-1,70720239478634	7812	ENSG00000009307.15	CSDE1	Isoform 4 of Cold shock domain-containing protein E1 [OS=Homo sapiens]	O75534-4
6,561462	6,797022	6,465875	6,765715	6,726885	6,466559	6,729598	6,686304	6,492684	6,62788		1			3	5	3	1	0	3	0,474453182211341	-0,0627866744995117	-0,788604817776631	56997	ENSG00000163050.16	ADCK3	Atypical kinase COQ8A, mitochondrial [OS=Homo sapiens]	Q8NI60-1
6,540494	6,779356	6,547308	6,904046	6,532497	6,594674	6,770889	6,502842	6,57818	6,61957		12			10	18	2	1	0	10	0,552235293436876	-0,0475093841552734	-0,648115692168129	397340		STAT5B	Signal transducer and activator of transcription 5B [OS=Sus scrofa]	Q9TUZ0
6,701427	6,710038	6,714243	6,621183	6,599205	6,693269	6,682888	6,49596	6,613891	6,586211		16			2	11	2	1	0	2	0,252796916985581	-0,0547757148742676	-1,33497744846074	3029	ENSG00000063854.12	HAGH	Hydroxyacylglutathione hydrolase, mitochondrial [OS=Homo sapiens]	Q16775-1
6,996401	6,437744	6,527048	6,765532	6,552788	6,703206	6,422045	6,786525	6,540569	6,602133		2			11	25	11	1	0	11	0,673293063844985	-0,0450074195861816	-0,454118814394036	2673	ENSG00000198380.12	GFPT1	glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 [OS=Homo sapiens]	Q06210-1
6,824566	6,646721	6,596004	6,726507	6,540409	6,635173	6,623409	6,643003	6,610268	6,569759		7			15	34	15	1	0	15	0,323016783159247	-0,0505191802978516	-1,12635298094053	2617	ENSG00000106105.13	GARS	Glycine--tRNA ligase [OS=Homo sapiens]	P41250
6,980416	6,396328	6,652326	6,722464	6,525595	6,693637	6,436049	6,740788	6,524959	6,664705		4			10	32	9	1	1	10	0,632032432773301	-0,0433981895446777	-0,517620432850842	51056	ENSG00000002549.12	LAP3	cytosol aminopeptidase [OS=Homo sapiens]	P28838
6,852409	6,607537	6,650325	6,765525	6,440368	6,659605	6,547922	6,763967	6,502075	6,594613		16			4	16	4	1	0	4	0,578003476310913	-0,0495965957641602	-0,604700805942648	10204	ENSG00000102898.11	NUTF2	nuclear transport factor 2 [OS=Homo sapiens]	P61970
6,583971	6,639614	6,709011	6,672646	6,739398	6,608809	6,589333	6,372266	6,853494	6,617543		14			6	23	6	1	0	6	0,516665934688968	-0,0606389045715332	-0,710426986400775	10598	ENSG00000100591.7	AHSA1	activator of 90 kDa heat shock protein ATPase homolog 1 [OS=Homo sapiens]	O95433
6,496228	6,641903	6,708584	6,742128	6,727931	6,694637	6,615938	6,22507	6,838551	6,634308		13			6	9	6	1	0	6	0,625544758443977	-0,0616541862487793	-0,527824467258439	10426	ENSG00000126216.13	TUBGCP3	Gamma-tubulin complex component 3 [OS=Homo sapiens]	Q96CW5
6,933575	6,483109	6,527299	6,85814	6,476443	6,573642	6,493366	6,811177	6,612295	6,574376		3			6	16	4	1	0	6	0,732148031678892	-0,042741870880127	-0,367089769914238	11344	ENSG00000247596.8	TWF2	Twinfilin-2 [OS=Homo sapiens]	Q6IBS0
6,251726	6,680665	6,509376	6,766477	7,003382	6,447452	6,762131	6,372367	6,830546	6,583694		7			4	6	2	1	0	4	0,711116554832998	-0,0430872917175293	-0,397766782748794	5575	ENSG00000188191.14	PRKAR1B	cAMP-dependent protein kinase type I-beta regulatory subunit [OS=Homo sapiens]	P31321
6,675075	6,675919	6,702763	6,627034	6,666169	6,579636	6,628427	6,489646	6,780579	6,590961		11			8	23	8	1	0	8	0,402768626608597	-0,0555418968200684	-0,934896671048805	4076	ENSG00000135387.20	CAPRIN1	Caprin-1 [OS=Homo sapiens]	Q14444-1
6,364573	6,493455	6,867897	6,786596	6,773469	6,569856	6,760221	6,207502	6,655352	6,817623		14			2	2	2	1	0	2	0,757147267920207	-0,0550871849060059	-0,331158025087248	7187	ENSG00000131323.14	TRAF3	TNF receptor-associated factor 3 [OS=Homo sapiens]	Q13114-1
6,575914	6,588658	6,721844	6,670294	6,779299	6,716863	6,627798	6,519034	6,470377	6,728848		19			7	19	4	1	3	7	0,461517946264946	-0,054617977142334	-0,813624162077434	85415	ENSG00000131941.7	RHPN2	Rhophilin-2 [OS=Homo sapiens]	Q8IUC4
6,385674	6,815242	6,593728	6,693133	6,814013	6,62997	6,742724	6,435847	6,63454	6,619508		17			3	7	3	1	0	3	0,569773840482915	-0,0478403091430664	-0,61842129536336	58485	ENSG00000170043.11	TRAPPC1	trafficking protein particle complex subunit 1 [OS=Homo sapiens]	Q9Y5R8
6,777925	6,663225	6,394302	6,901864	6,537443	6,625327	6,340932	6,666368	6,776563	6,615346		5			2	3	2	1	0	2	0,651161942207568	-0,0500446319580078	-0,487891340738092	4012	ENSG00000113441.15	LNPEP	Leucyl-cystinyl aminopeptidase [OS=Homo sapiens]	Q9UIQ6-1
6,722579	6,656782	6,548661	6,658837	6,745201	6,67194	6,653441	6,694525	6,576577	6,460846		11			2	5	2	1	0	2	0,472935564682094	-0,054946231842041	-0,791512459551883	55298	ENSG00000137522.17	RNF121	RING finger protein 121 [OS=Homo sapiens]	Q9H920
6,665325	6,736061	6,673103	6,650312	6,621203	6,646704	6,632268	6,546063	6,670302	6,589463		1			22	220	22	1	0	22	0,129300470885581	-0,0522408485412598	-1,90627086520198	3192	ENSG00000153187.17	HNRNPU	Heterogeneous nuclear ribonucleoprotein U [OS=Homo sapiens]	Q00839
6,486016	6,75884	6,824509	6,597648	6,656712	6,653834	6,689766	6,276433	6,858377	6,543328		2			9	80	9	1	0	9	0,68983860003403	-0,0603971481323242	-0,429268456997637	100513720		LOC100513720;GUK1	guanylate kinase [OS=Sus scrofa]	P31006
6,690681	6,643798	6,770851	6,568047	6,66533	6,604349	6,663605	6,512085	6,719585	6,578683		1			6	26	6	1	0	6	0,484747646596202	-0,052079963684082	-0,769068568010511	26135	ENSG00000142864.14	SERBP1	Plasminogen activator inhibitor 1 RNA-binding protein [OS=Homo sapiens]	Q8NC51-1
6,88734	6,106742	6,70214	6,91361	6,558166	6,524141	6,114567	7,263027	6,313662	6,586646		1			2	5	2	1	0	2	0,729802958284318	-0,0731906890869141	-0,370489138085939	9249	ENSG00000162496.8	DHRS3	Short-chain dehydrogenase/reductase 3 [OS=Homo sapiens]	O75911
6,461069	6,620408	6,667207	6,792819	6,750107	6,336425	6,446958	6,653893	6,892224	6,67618		3			3	4	3	1	0	3	0,293458445094824	-0,0571859359741211	-1,20835851591002	6092	ENSG00000185008.17	ROBO2	Isoform 3 of Roundabout homolog 2 [OS=Homo sapiens]	Q9HCK4-3
6,820597	6,709928	6,637888	6,726481	6,420228	6,673739	6,4561	6,766757	6,494726	6,669549		19			3	7	3	1	0	3	0,642303782930597	-0,0508499145507813	-0,501592899505449	7515		XRCC1	DNA repair protein XRCC1 [OS=Homo sapiens]	P18887
6,884259	6,536951	6,604876	6,668924	6,622895	6,697395	6,627825	6,779397	6,416277	6,53605		X			7	15	6	1	1	7	0,554678345510654	-0,0521923065185547	-0,643940977744733	10916	ENSG00000102316.16	MAGED2	Melanoma-associated antigen D2 [OS=Homo sapiens]	Q9UNF1
6,895783	6,630019	6,553625	6,6865	6,552971	6,547171	6,64312	6,700929	6,572877	6,618249		20			7	18	7	1	0	7	0,613197518374425	-0,0473104476928711	-0,547424790528145	5111	ENSG00000132646.10	PCNA	proliferating cell nuclear antigen [OS=Homo sapiens]	P12004
6,311026	6,905542	6,748863	6,539105	6,769434	6,502209	6,852275	6,240685	6,701772	6,714912		1			21	66	21	1	0	21	0,696849345128257	-0,0524233818054199	-0,418834514390264	178	ENSG00000162688.16	AGL	glycogen debranching enzyme [OS=Homo sapiens]	P35573-1
6,53443	6,510837	6,71486	6,797423	6,763335	6,437925	6,633485	6,838886	6,594557	6,550402		19;CHR_HG26_PATCH			2	4	2	1	0	2	0,517158650395438	-0,0531261444091797	-0,709543092559624	1891	ENSG00000282853.1;ENSG00000104823.8	ECH1	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial [OS=Homo sapiens]	Q13011
6,395454	6,81676	6,664515	6,746017	6,684114	6,563457	6,765942	6,3249	6,72379	6,664716		2			2	4	2	1	0	2	0,552630996119668	-0,0528112411499023	-0,647438645013481	9167	ENSG00000115944.14	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial [OS=Homo sapiens]	O14548
6,57289	6,790512	6,589464	6,721099	6,661066	6,686501	6,678072	6,53294	6,601399	6,586464		15			2	2	2	1	0	2	0,305500998914576	-0,0499306678771973	-1,17405926862028	55075	ENSG00000137831.14	UACA	Uveal autoantigen with coiled-coil domains and ankyrin repeats [OS=Homo sapiens]	Q9BZF9
7,007551	6,134958	6,066969	7,194468	6,579111	6,529516	6,272504	6,545996	6,86836	6,787902		14			7	12	7	1	0	7	0,982020998204853	0,00424413681030273	0,0239748729241457	397570		OAS1	2'-5'-oligoadenylate synthase 1 [OS=Sus scrofa]	Q29599
6,551332	6,542902	5,764859	7,412397	6,491879	6,731235	6,422441	5,464463	7,388904	6,390512		1			2	4	2	1	0	2	0,400466938568223	-0,0731634140014648	-0,939938718606102	64129	ENSG00000142910.15	TINAGL1	Tubulointerstitial nephritis antigen-like [OS=Homo sapiens]	Q9GZM7-1
6,697973	6,671718	6,769097	6,631499	6,56497	6,488051	6,658924	6,606674	6,633926	6,679638		17			2	5	2	1	0	2	0,414258143943024	-0,0536089897155762	-0,910084564540349	79058	ENSG00000169696.15	ASPSCR1	Isoform 2 of Tether containing UBX domain for GLUT4 [OS=Homo sapiens]	Q9BZE9-2
6,675249	6,633719	6,67171	6,804119	6,549911	6,604319	6,599606	6,796488	6,508587	6,565292		1			14	34	14	1	0	14	0,493542313634384	-0,0520830154418945	-0,752628281648819	3339	ENSG00000142798.17	HSPG2	Basement membrane-specific heparan sulfate proteoglycan core protein [OS=Homo sapiens]	P98160
7,021746	6,334496	6,504564	6,684902	6,706489	6,693637	6,411062	6,841456	6,502075	6,602138		4			2	7	2	1	0	2	0,74268106800542	-0,0403656959533691	-0,351883623707979	950	ENSG00000138760.8	SCARB2	Lysosome membrane protein 2 [OS=Homo sapiens]	Q14108-1
6,891176	6,896029	6,352264	6,703211	6,409391	6,756223	6,405993	7,022368	6,565292	6,199672		1			5	12	2	1	0	5	0,770619130337722	-0,0605048179626465	-0,312011624791568	791125	ENSSSCG00000004421.3	FYN	Tyrosine-protein kinase Fyn [OS=Sus scrofa]	A1Y2K1
6,674275	6,517971	6,760947	6,639045	6,716472	6,530052	6,604757	6,834747	6,594155	6,496665		10			3	5	3	1	0	3	0,453670047703797	-0,0496665000915527	-0,829073377699184	27250	ENSG00000150593.16	PDCD4	Programmed cell death protein 4 [OS=Homo sapiens]	Q53EL6-1
6,612839	6,981925	6,440279	6,656749	6,592258	6,577008	6,596015	6,659653	6,575339	6,673837		6			6	12	6	1	0	6	0,708943190568029	-0,0404396057128906	-0,400962160236993	55770	ENSG00000112685.13	EXOC2	exocyst complex component 2 [OS=Homo sapiens]	Q96KP1
6,754888	6,613237	6,554589	6,869131	6,521993	6,407693	6,67101	6,67101	6,789207	6,523562		10			2	2	2	1	0	2	0,568416081924789	-0,0502708435058594	-0,620697710936628	79892	ENSG00000197771.12	MCMBP	Mini-chromosome maintenance complex-binding protein [OS=Homo sapiens]	Q9BTE3-1
6,675961	6,380709	6,741767	6,69765	6,729195	6,675241	6,680093	6,266485	6,490933	6,860534		1			2	3	2	1	0	2	0,727247386702504	-0,0503993988037109	-0,374199542489776	56957	ENSG00000264522.5	OTUD7B	OTU domain-containing protein 7B [OS=Homo sapiens]	Q6GQQ9-1
6,586464	6,744503	6,589853	6,81053	6,596454	6,566272	6,743633	6,456126	6,705183	6,601821		3			3	9	2	1	0	3	0,150140586503672	-0,0509538650512695	-1,77738845724795	4134		MAP4	Isoform 3 of Microtubule-associated protein 4 [OS=Homo sapiens]	P27816-3
6,776834	6,551631	6,731344	6,700796	6,52569	6,558045	6,653194	6,670785	6,608779	6,584206		2			9	15	2	1	0	9	0,499129037335116	-0,0422569274902344	-0,742299494586697	729857	ENSG00000185304.13	RGPD2	RANBP2-like and GRIP domain-containing protein 2 [OS=Homo sapiens]	P0DJD1
6,597675	6,784581	6,528156	6,721781	6,696939	6,582697	6,659614	6,701696	6,501439	6,638783		9			14	65	14	1	0	14	0,496357709832515	-0,0489809989929199	-0,747412219297144	733671;100627821		RPS3;LOC100627821	40S ribosomal protein S3 [OS=Sus scrofa]	Q0Z8U2
6,755305	6,838688	6,545928	6,687681	6,446841	6,573517	6,524648	6,692011	6,567388	6,711819		9			4	6	3	1	1	4	0,721177823727953	-0,0410120010375977	-0,383036992993926	8777	ENSG00000107186.16	MPDZ	multiple PDZ domain protein [OS=Homo sapiens]	O75970
6,515686	6,650355	6,511983	6,721606	6,900753	6,474986	6,683581	6,474895	6,669437	6,763079		5			7	15	7	1	0	7	0,160162726953294	-0,0468810081481934	-1,72206385839539	3157	ENSG00000112972.14	HMGCS1	hydroxymethylglutaryl-CoA synthase, cytoplasmic [OS=Homo sapiens]	Q01581
6,659628	6,924013	6,679665	6,598413	6,43537	6,764376	6,854852	6,41614	6,4877	6,51885		10			4	11	4	1	0	4	0,492316145792158	-0,0510342597961426	-0,754907013943078	10935	ENSG00000165672.6	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial [OS=Homo sapiens]	P30048
6,378945	7,139042	7,381747	5,819354	5,921529	6,046395	7,308433	7,220625	5,614707	6,092515		9			5	13	5	1	0	5	0,523956152010885	-0,0715883255004883	-0,697411047660286	397141	ENSSSCG00000022292.1	NPL	N-acetylneuraminate lyase [OS=Sus scrofa]	Q9BEC7
6,502685	6,735036	6,497607	6,768482	6,803403	6,522989	6,786077	6,433783	6,682767	6,634009		12			2	4	2	1	0	2	0,27605909583389	-0,0495173454284668	-1,26033889174662	65985	ENSG00000081760.16	AACS	acetoacetyl-CoA synthetase [OS=Homo sapiens]	Q86V21-1
6,722548	6,580728	6,741451	6,63371	6,654622	6,632973	6,587915	6,602689	6,668151	6,600394		9			7	28	6	1	0	7	0,200834468057326	-0,0481873512268066	-1,52967984878936	23071	ENSG00000023318.7	ERP44	Endoplasmic reticulum resident protein 44 [OS=Homo sapiens]	Q9BS26
6,801514	6,657488	6,60211	6,665198	6,606383	6,742058	6,612342	6,677277	6,543705	6,506205					14	129	13	1	1	14	0,216024100082759	-0,0502216339111328	-1,46797195496067	396924		AKR1A1	alcohol dehydrogenase [NADP(+)] [OS=Sus scrofa]	P50578
6,503815	6,785931	6,719679	6,682275	6,63589	6,60497	6,678066	6,353898	6,748033	6,677367		3			6	24	6	1	0	6	0,57034236885168	-0,0530511856079102	-0,617469187309684	7384	ENSG00000010256.10	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial [OS=Homo sapiens]	P31930
6,755154	6,599802	6,708549	6,624871	6,645939	6,58113	6,618381	6,651765	6,666387	6,574759		6			8	47	8	1	0	8	0,272364678084731	-0,0483789443969727	-1,27177729545024	4736	ENSG00000198755.10	RPL10A	60S ribosomal protein L10A [OS=Homo sapiens]	P62906
6,768281	6,645114	6,666739	6,68999	6,562229	6,601123	6,568256	6,703625	6,618821	6,597982		8			16	64	11	1	5	16	0,277155617480551	-0,0485093116760254	-1,25697214179015	26986	ENSG00000070756.14	PABPC1	Polyadenylate-binding protein 1 [OS=Homo sapiens]	P11940-1
